PN,PNnoun,CorpName
7016986-704,"CONTROLLER, DISPLAY",HONEYWELL
7016986-709,"CONTROLLER, DISPLAY",HONEYWELL
10-0031-1A,"LIGHT, THRESHOLD",HONEYWELL
10-0055-15,"LIGHT, EXIT EMERGENCY",HONEYWELL
10-0055-3,"LIGHT, EXIT EMERGENCY",HONEYWELL
10-0114-1,"LIGHT, EMERGENCY EXIT",HONEYWELL.
10-0195-5,"LIGHT, LAVATORY MIRROR ASSY",HONEYWELL.
10-0340-35,"SIGN, INTERIOR ILLUMINATED PASSENGER",HONEYWELL
10-1004-5,"SIGN, INTERIOR ILLUM. PASSENGER INFO.",HONEYWELL.
10-1005-129,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-158,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-201,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-232,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-236,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-255,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-261,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-287,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-64,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-88,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1070-106,"SIGN, INT/ILLUMINATED EXIT",HONEYWELL
10-1070-123,"SIGN, INT/ILLUMINATED EXIT",HONEYWELL
10-1072-108,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-1072-122,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-1073-129K,"SIGN, INTERIOR ILLUM. EXIT",HONEYWELL
10-10741-1D,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL
10-1178-14,"UNIT, PASSENGER SERVICE",HONEYWELL.
2585703-2,"AMPLIFIER, SLAVING",HONEYWELL
2586220,"SENSOR, POSITION",HONEYWELL
2587317-655,"INDICATOR , GYROSYN COMPASS",HONEYWELL
3282812-2,"SWITCH, LIMIT",HONEYWELL
32EN61-4,"SWITCH, ENCLOSED",HONEYWELL
4034237-915,SERVO DRIVE ASSY,HONEYWELL
4034240-903,"PANEL, VHF/NAV CONTROL",HONEYWELL
4034240-903,"PANEL, VHF/NAV CONTROL",HONEYWELL
4034242-964,"PANEL, FLIGHT GUIDANCE CONTROL",HONEYWELL
4034559-909,"INDICATOR, RDMI",HONEYWELL
4034559-910,"INDICATOR, RDMI",HONEYWELL
4039891-907,"INDICATOR, MACH/AIRSPEED",HONEYWELL.
4039892-904,"ALTIMETER, BAROMETRIC",HONEYWELL
4051601-939,"PANEL, MODE CONTROL",HONEYWELL
7016986-105,"CONTROLLER, DISPLAY",HONEYWELL
7016986-129,"CONTROLLER, DISPLAY",HONEYWELL
7016986-132,"CONTROLLER, DISPLAY",HONEYWELL
7016986-211,"CONTROLLER, DISPLAY",HONEYWELL
7016986-225,"CONTROLLER, DISPLAY",HONEYWELL
7016986-606,"CONTROLLER, DISPLAY",HONEYWELL
7016986-610,"CONTROLLER, DISPLAY",HONEYWELL
7016986-717,"CONTROLLER, DISPLAY",HONEYWELL
0154ED2,"SENSOR, PRESSURE/TOTAL TEMP.",GOODRICH
0154GL5,"SENSOR, TEMP.",GOODRICH
020-016-007,"TRANSMITTER, FUEL QTY",PARKER
020-016-014,"TRANSMITTER, FUEL QTY",PARKER
020-016-110,"TRANSMITTER, FUEL QTY",PARKER
30-0906-4,"LIGHT, HIGH INTENSITY STROBE",HONEYWELL.
30-0906-9,"LIGHT, HIGH INTENSITY STROBE",HONEYWELL.
30-0909-201,"LIGHT, TAIL POSITION STROBE",HONEYWELL
30-100-08,"CLOCK, ELECTRONIC CHRONOMETER",HONEYWELL.
30-1564-6,"FLOODLIGHT, WING SLIDE",HONEYWELL
30-1637-5,"LIGHT, WING ILLUMINATION",HONEYWELL
30-1768-6,"LIGHT, AFT GROUND",HONEYWELL.
30-1867-2,"FLOODLIGHT, WING SCANNING",HONEYWELL
30-1951-3,"LIGHT, ANTICOLLISION STROBE",HONEYWELL.
30-2042-4,"LIGHT, SLIDE/GROUND ILLUM. CENTER DOOR",HONEYWELL.
30-2303-13,"LIGHT, CARGO LOADING AIRCRAFT",HONEYWELL.
30-2414-3,"LIGHT, REAR POSITION NAV.",HONEYWELL
30-2481-5,"LIGHT, REAR POSITION NAV.",HONEYWELL
30-2683-1,"LIGHT, WING POSITION NAV.",HONEYWELL.
45-0060-6,"LIGHT, RETRACTABLE LANDING",HONEYWELL.
45-0068-7,"LIGHT, RETRACTABLE AIRCRAFT",HONEYWELL.
EM91-79-5,"VALVE, SHUTOFF BALL",CIRCLE SEAL CONTROLS
10-0195-13,"LIGHT, LAVATORY MIRROR ASSY",HONEYWELL.
10-1005-149,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-154,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-161,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-170,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-182,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-215,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
18-1299-5-2,"INDICATOR, FLAP POSITION",HONEYWELL
18-1299-6,"INDICATOR, FLAP POSITION",HONEYWELL
18-1510-5,"INDICATOR, FLAP POSITION",HONEYWELL
18-1510-8,"INDICATOR, FLAP POSITION",HONEYWELL
18-1738-7,"TRANSMITTER, FLAP POSITION ",HONEYWELL
18-1739-2,"TRANSMITTER, FLAP POSITION ",HONEYWELL
18-1958-19,"TRANSMITTER, FLAP POSITION",HONEYWELL
18-1969-12,TRANSMITTER,HONEYWELL
1925179-10,"INDICATOR, RADIO MAGNETIC",HONEYWELL
30-2721-1,"LIGHT, RED STROBOSCOPE",HONEYWELL
30-2965-4,"LIGHT, WINGTIP POSITION",HONEYWELL
30-3035-2,"LIGHT, INTEGRATED",HONEYWELL
3000-46-23,"SWITCH, THERMOSTATIC",HONEYWELL
30283-0201,"PROTECTOR, HOT SHORT",GOODRICH
305593-3,"SWITCH, SPEED ASSEMBLY",HONEYWELL.
0102AW1AF-1,"SENSOR, TOTAL TEMP.",GOODRICH
0154ED,"SENSOR, PRESSURE/TOTAL TEMP.",GOODRICH
020-016-016,"TRANSMITTER, FUEL QTY",PARKER
020-016-022,"TRANSMITTER, FUEL QTY",PARKER
020-016-036M,"TRANSMITTER, FUEL QTY",PARKER
020-016-038M,"TRANSMITTER, FUEL QTY",PARKER
020-016-060,"TRANSMITTER, FUEL QTY",PARKER
020-016-116,"TRANSMITTER, FUEL QTY",PARKER
020-070-010,"UNIT, FUEL QTY TANK",PARKER
30-0906-6,"LIGHT, HIGH INTENSITY STROBE",HONEYWELL.
30-0906-7,"LIGHT, HIGH INTENSITY STROBE",HONEYWELL.
30-0909-207,"LIGHT, TAIL POSITION STROBE",HONEYWELL
30-100-13,"CLOCK, ELECTRONIC CHRONOMETER",HONEYWELL.
30-1133-1M,"LIGHT, NAVIGATION WING ",HONEYWELL.
30-1401-9,"LIGHT, STROBE ANTICOLLISION ",HONEYWELL
30-1521-4,"LIGHT, REAR-POSITION NAV",HONEYWELL
30-1564-8,"FLOODLIGHT, WING SLIDE",HONEYWELL
30-1586-5,"LIGHT, STROBE ANTI-COLLISION",HONEYWELL.
30-1588-6,"LIGHT, NAVIGATIONAL",HONEYWELL.
30-1685-1,"LIGHT, STROBE",HONEYWELL.
30-1742-5,"LIGHT, EMERGENCY EGRESS",HONEYWELL
30-2042-2,"LIGHT, SLIDE/GROUND ILLUM. CENTER DOOR",HONEYWELL.
30-2044-4,"LIGHT, ASSY",HONEYWELL
30-2303-11,"LIGHT, CARGO LOADING AIRCRAFT",HONEYWELL.
30-2481-3,"LIGHT, REAR POSITION NAV.",HONEYWELL
30-2660-1,"LIGHT, STROBE ANTICOLLISION ",HONEYWELL
30-2671-4,"FLOODLIGHT, ENGINE NACELLE",HONEYWELL
45-0057-3,"LIGHT, RETRACTABLE LANDING",HONEYWELL.
10-1005-238,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-253,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-268,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-278,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-70,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1007-1,"LIGHT, FLUORESCENT WINDOW",HONEYWELL
10-1070-108,"SIGN, INT/ILLUMINATED EXIT",HONEYWELL
10-1070-110,"SIGN, INT/ILLUMINATED EXIT",HONEYWELL
10-1070-115,"SIGN, INT/ILLUMINATED EXIT",HONEYWELL
10-1070-125,"SIGN, INT/ILLUMINATED EXIT",HONEYWELL
10-1071-104,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL.
10-1071-108,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL.
10-1072-118,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-1073-101B,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-1073-101K,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-10741-1B,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL
2537,VALVE,ADAMS RITE
2586373,POTENTIOMETER,HONEYWELL
2587317-657,"INDICATOR , GYROSYN COMPASS",HONEYWELL
4034234-902,"PANEL, ANNUNCIATOR",HONEYWELL
4034242-901,"PANEL, FLIGHT GUIDANCE CONTROL",HONEYWELL
4034242-911,"PANEL, FLIGHT GUIDANCE CONTROL",HONEYWELL
4034242-952,"PANEL, FLIGHT GUIDANCE CONTROL",HONEYWELL
4034559-912,"INDICATOR, DISTANCE/BEARING",HONEYWELL
4038930-901,"INDICATOR, HORIZONTAL SITUATION",HONEYWELL
4039891-905,"INDICATOR, MACH/AIRSPEED",HONEYWELL.
4039892-906,"ALTIMETER, BAROMETRIC",HONEYWELL
4039893-902,"INDICATOR, VERTICAL SPEED",HONEYWELL
4040800-915,"COMPUTER, AIR DATA",HONEYWELL
7014332-802,"CONTROLLER, BEZEL",HONEYWELL
7016986-103,"CONTROLLER, DISPLAY",HONEYWELL
7016986-127,"CONTROLLER, DISPLAY",HONEYWELL
7016986-206,"CONTROLLER, DISPLAY",HONEYWELL
7016986-216,"CONTROLLER, DISPLAY",HONEYWELL
7016986-222,"CONTROLLER, DISPLAY",HONEYWELL
7016986-232,"CONTROLLER, DISPLAY",HONEYWELL
7016986-711,"CONTROLLER, DISPLAY",HONEYWELL
7016986-724,"CONTROLLER, DISPLAY",HONEYWELL
10065-2000-0304,PROCESSOR,GOODRICH
10074510-101,"UNIT, INERTIAL SYSTEM DISPLAY",HONEYWELL
2-8041-1,"FUSE, ANTISKID VOLUMETRIC",SMITHS
200-099-005,"INDICATOR, HYDRAULIC QTY.",PARKER
20079-0000-0108,"TRANSMITTER, FUEL QTY",GOODRICH
20079-0000-0121,"TRANSMITTER, FUEL QTY",GOODRICH
2588260-907,"INDICATOR, HORIZON FLIGHT DIR.",HONEYWELL
2589918-902,"POTENTIOMETER, STAB TRIM  ",HONEYWELL
2590624-905,"PANEL, MODE SELECT",HONEYWELL
2590624-922,"PANEL, MODE SELECT",HONEYWELL
2590624-930,"PANEL, MODE SELECT",HONEYWELL
2590624-979,"PANEL, MODE SELECT",HONEYWELL
2591201-912,"COUPLER, COMPASS",HONEYWELL
2593564-913,"CONTROLLER, ALTITUDE SELECT",HONEYWELL
2594466-905,"INDICATOR, MACH/AIRSPEED",HONEYWELL
0154GT2,"SENSOR, PRESSURE/TOTAL TEMP.",GOODRICH
0154LE,"SENSOR, TEMP.",GOODRICH
020-016-006,"TRANSMITTER, FUEL QTY",PARKER
020-016-037M,"TRANSMITTER, FUEL QTY",PARKER
020-070-003,"UNIT, FUEL QTY TANK",PARKER
1459M16P01,"SENSOR, THERMOCOUPLE",GOODRICH
30-1099-3,"LIGHT, STROBE ANTICOLLISION",HONEYWELL.
30-1099-3,"LIGHT, STROBE ANTICOLLISION",HONEYWELL.
30-1133-2,"LIGHT, NAVIGATION WING ",HONEYWELL.
30-1564-5,"FLOODLIGHT, WING SLIDE",HONEYWELL
30-1867-5,"FLOODLIGHT, WING SCANNING",HONEYWELL
30-2392-3,"LIGHT, NAV. ANTICOLLISION WINGTIP",HONEYWELL
30-2506-3,"LIGHT, STROBE ANTICOLLISION ",HONEYWELL
30-2672-2,"FLOODLIGHT, WING INSPECTION",HONEYWELL
30-2683-11,"LIGHT, WING POSITION NAV.",HONEYWELL.
3567402-0101,"TRANSMITTER, OIL/FUEL PRESSURE",HONEYWELL
45-0234-1,"LIGHT, RETRACTABLE LANDING",HONEYWELL.
15-0007-19,"LIGHT, COCKPIT UTILITY",HONEYWELL.
15-0043,FLOODLIGHT,HONEYWELL.
15-0069-23,SPOTLIGHT,HONEYWELL
15-0103,"LIGHT, DOME ASSY",HONEYWELL.
15-0129-1,"LIGHT, DOME ASSY",HONEYWELL
15-0143-21,FLOODLIGHT,HONEYWELL
15-0143-33,FLOODLIGHT,HONEYWELL
15-0188-5,"LIGHT, DOME",HONEYWELL.
15-0254-1,"LIGHT, WHEEL WELL DOME",HONEYWELL.
15-0299-15,"LIGHT, COCKPIT",HONEYWELL
15-0299-3,"LIGHT, COCKPIT",HONEYWELL
15-0726-7,"LIGHT, COCKPIT CHART",HONEYWELL
3199634A,"SENSOR, TEMPERATURE",GOODRICH
320522-16,"VALVE, DIRECTIONAL PILOT SOLENOID",HONEYWELL
320522-7,"VALVE, DIRECTIONAL PILOT SOLENOID",HONEYWELL
400216,"CLOCK, MECHANICAL",WALTHAMN
4003733-902,"IND., HORIZONTAL SITUATION",HONEYWELL
4003733-903,"IND., HORIZONTAL SITUATION",HONEYWELL
4026206-955,"CONTROLLER, INST. REMOTE",HONEYWELL
4026206-965,"CONTROLLER, INST. REMOTE",HONEYWELL
4030949-906,"PANEL, CONTROL",HONEYWELL
4031609-903,"INDICATOR, TAS/TEMP",HONEYWELL
7001182-904,"INDICATOR, ATTITUDE DIRECTOR",HONEYWELL
7001182-914,"INDICATOR, ATTITUDE DIRECTOR",HONEYWELL
7002260-821,"SERVO, DRIVE ASSY",HONEYWELL
7002260-912,"SERVO, DRIVE ASSY",HONEYWELL
7002638-908,"INDICATOR, TAS/TEMP",HONEYWELL
7005973-912,"CONTROLLER, REMOTE INSTRUMENT",HONEYWELL
7008471-104,"CONTROLLER, WEATHER RADAR",HONEYWELL
7008471-141,"CONTROLLER, WEATHER RADAR",HONEYWELL
7008471-405,"CONTROLLER, WEATHER RADAR",HONEYWELL
7008471-415,"CONTROLLER, WEATHER RADAR",HONEYWELL
7008471-417,"CONTROLLER, WEATHER RADAR",HONEYWELL
7008471-604,"CONTROLLER, WEATHER RADAR",HONEYWELL
7008471-666,"CONTROLLER, WEATHER RADAR",HONEYWELL
7008471-668,"CONTROLLER, WEATHER RADAR",HONEYWELL
7008471-690,"CONTROLLER, WEATHER RADAR",HONEYWELL
865-0000921,"PANEL, INTEGRATED SWITCH AND DISPLAY",HONEYWELL
10-1005-231,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-243,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-272,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-284,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-35,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-43,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-54,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-89,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-90,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-99,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1007-11,"LIGHT, FLUORESCENT WINDOW",HONEYWELL
10-1070-120,"SIGN, INT/ILLUMINATED EXIT",HONEYWELL
10-1070-122,"SIGN, INT/ILLUMINATED EXIT",HONEYWELL
10-1071-103,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL.
10-1071-113,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL.
10-1072-111,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-1072-117,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-1178-11,"UNIT, PASSENGER SERVICE",HONEYWELL.
1925179-5,"INDICATOR, RADIO MAGNETIC",HONEYWELL
2587284-962,"ACTUATOR, MACH TRIM",HONEYWELL
2587317-658,"INDICATOR , GYROSYN COMPASS",HONEYWELL
3272602-3,"GEARBOX, BALLSCREW ASSY",HONEYWELL
3272602-4,"GEARBOX, BALLSCREW ASSY",HONEYWELL
331-0001-01,"VALVE, WASTE DRAIN",PARKER
4038890-951,"PANEL, MODE CONTROL",HONEYWELL
4039892-909,"ALTIMETER, BAROMETRIC",HONEYWELL
10-0031-1D,"LIGHT, THRESHOLD",HONEYWELL
10-0055-19,"LIGHT, EXIT EMERGENCY",HONEYWELL
10-0055-25,"LIGHT, EXIT EMERGENCY",HONEYWELL
10-0195-12,"LIGHT, LAVATORY MIRROR ASSY",HONEYWELL.
10-0340-17,"SIGN, INTERIOR ILLUMINATED PASSENGER",HONEYWELL
10-0340-19,"SIGN, INTERIOR ILLUMINATED PASSENGER",HONEYWELL
10-1004-3,"SIGN, INTERIOR ILLUM. PASSENGER INFO.",HONEYWELL.
10-1005-101,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-113,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-128,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-131,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-181,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-202,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
18-1299-5,"INDICATOR, FLAP POSITION",HONEYWELL
18-2141,"TRANSMITTER, PRESSURE HYD",HONEYWELL
30-2842-14,"LIGHT, POSITION/ANTICOLLISION WINGTIP",HONEYWELL.
3000-46-41,"SWITCH, THERMOSTATIC",HONEYWELL
3000-46-5,"SWITCH, THERMOSTATIC",HONEYWELL
305593-6,"SWITCH, SPEED ASSEMBLY",HONEYWELL.
3800454-6,"SWITCH, LOW OIL QTY",HONEYWELL
3876132-8,"LEAD, IGNITION ASSY",HONEYWELL
3876188-2,"SWITCH, OIL QTY",HONEYWELL
3876197-1,"SENSOR, SPEED",HONEYWELL
3876211-20159-0201,"SENSOR, ENGINE OIL LEVEL",HONEYWELL
3880210-5,FILTER,HONEYWELL
3884647-1,"SENSOR, BLEED FLOW",HONEYWELL
49650-1,"GEAR, MAIN LANDING",GOODRICH
692525,"SWITCH, OIL PRESSURE",HONEYWELL
692545-11,"VALVE, SOLENOID SHUTOFF",HONEYWELL
692545-13,"VALVE, SOLENOID SHUTOFF",HONEYWELL
10-1005-233,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-235,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-262,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-279,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-286,"SIGN, WHITE LAV/OCCUPIED ILLUMINATED",HONEYWELL.
10-1005-288,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1005-50,"SIGN, BEIGE LAV. OCCUPIED ILL. INTERIOR",HONEYWELL.
10-1070-107,"SIGN, INT/ILLUMINATED EXIT",HONEYWELL
10-1070-124,"SIGN, INT/ILLUMINATED EXIT",HONEYWELL
10-1070-126,"SIGN, INT/ILLUMINATED EXIT",HONEYWELL
10-1071-111,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL.
10-1072-109,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-1072-115,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-1073-102J,"SIGN, INTERIOR ILL. EXIT",HONEYWELL
10-10741-1C,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL
10-10741-51N,"SIGN, INT. ILLUMINATED EXIT",HONEYWELL
10-1178-13,"UNIT, PASSENGER SERVICE",HONEYWELL.
1925179-9,"INDICATOR, RADIO MAGNETIC",HONEYWELL
194550-1,"SEPERATOR, WATER",HONEYWELL
1978130-1,"INDICATOR, ATTITUDE",HONEYWELL
1978130-1,"INDICATOR, ATTITUDE",HONEYWELL
32584-3,SOLENOID,ADAMS RITE
32585-3,SOLENOID,ADAMS RITE
4034240-904,"PANEL, VHF/NAV CONTROL",HONEYWELL
4034240-904,"PANEL, VHF/NAV CONTROL",HONEYWELL
4034242-921,"PANEL, FLIGHT GUIDANCE CONTROL",HONEYWELL
4034242-932,"PANEL, FLIGHT GUIDANCE CONTROL",HONEYWELL
4038930-904,"INDICATOR, HORIZONTAL SITUATION",HONEYWELL
4039892-905,"ALTIMETER, BAROMETRIC",HONEYWELL
7014332-971,"CONTROLLER, BEZEL",HONEYWELL
7016986-104,"CONTROLLER, DISPLAY",HONEYWELL
7016986-131,"CONTROLLER, DISPLAY",HONEYWELL
7016986-605,"CONTROLLER, DISPLAY",HONEYWELL
7016986-622,"CONTROLLER, DISPLAY",HONEYWELL
7016986-718,"CONTROLLER, DISPLAY",HONEYWELL
020-016-002,"TRANSMITTER, FUEL QTY",PARKER
020-016-017,"TRANSMITTER, FUEL QTY",PARKER
020-016-021,"TRANSMITTER, FUEL QTY",PARKER
020-016-109,"TRANSMITTER, FUEL QTY",PARKER
020-016-111,"TRANSMITTER, FUEL QTY",PARKER
30-0906-3,"LIGHT, HIGH INTENSITY STROBE",HONEYWELL.
30-1099-7,"LIGHT, STROBE ANTICOLLISION",HONEYWELL.
30-1099-7,"LIGHT, STROBE ANTICOLLISION",HONEYWELL.
30-1108-1,"LIGHT, STROBE ANTICOLLISION ",HONEYWELL.
30-1401-10,"LIGHT, STROBE ANTICOLLISION",HONEYWELL
30-1706-1,LIGHT READY FOR FUEL,HONEYWELL
30-1867-1,"FLOODLIGHT, WING SCANNING",HONEYWELL
30-1883-3,"FLOODLIGHT, WING/NACELLE INSPECTION",HONEYWELL
30-2042-3,"LIGHT, SLIDE/GROUND ILLUM. CENTER DOOR",HONEYWELL.
45-0060-7,"LIGHT, RETRACTABLE LANDING",HONEYWELL.
7005973-13,"CONTROLLER, REMOTE INSTRUMENT",HONEYWELL
7005973-901,"CONTROLLER, REMOTE INSTRUMENT",HONEYWELL
7005973-904,"CONTROLLER, REMOTE INSTRUMENT",HONEYWELL
7008471-101,"CONTROLLER, WEATHER RADAR",HONEYWELL
7008471-403,"CONTROLLER, WEATHER RADAR",HONEYWELL
7008471-413,"CONTROLLER, WEATHER RADAR",HONEYWELL
7008471-617,"CONTROLLER, WEATHER RADAR",HONEYWELL
7008471-686,"CONTROLLER, WEATHER RADAR",HONEYWELL
7008471-802,"CONTROLLER, WEATHER RADAR",HONEYWELL
846D100-3,"UNIT, HORIZONTAL STABILIZER DRIVE",SHURKA
851AK,"TUBE, PITOT",GOODRICH
861CAB-001,"SENSOR, ANGLE OF ATTACK",GOODRICH
861CAE,"SENSOR, ANGLE OF ATTACK",GOODRICH
861CAS2,"SENSOR, ANGLE OF ATTACK",GOODRICH
AR4701-,"STRIKE, DOUBLE ROLLER ELECT. ASSY",ADAMS RITE
AR4701-13,"STRIKE, DOUBLE ROLLER ELECT. ASSY",ADAMS RITE
AR4704-2,"STRIKE, DOUBLE ROLLER ELECTRIC",ADAMS RITE
AR4726-5,"ROLLER, ELECTRIC STRIKE",ADAMS RITE
AS-200-00004,"LATCH, ELECTRICAL COCKPIT DOOR",ADAMS RITE
130476-7,"PANEL, CABIN AIR PRESSURE SEL.",HONEYWELL
130502-6,"SELECTOR, CABIN PRESS.",HONEYWELL
30973-222,ELECTROVALVE,GOODRICH
31-2115-7,"LENS, AIRCRAFT NAV LIGHT",HONEYWELL.
39B168-1-C,"INVERTER, STATIC",HONEYWELL
39B168-1-C,"INVERTER, STATIC",HONEYWELL
3B41-3A,"UNIT, ELECTRICAL LOAD CONTROL",HONEYWELL
40-0100-29,"LIGHT, TANDEM OSCILLATING AIRCRAFT NAV.",HONEYWELL
40-0135-9,"POWER SUPPLY, STROBE LIGHT",HONEYWELL.
72303301-2,"MODULE, LED ASSY",HONEYWELL
72305039-3,"LIGHT, WINGTIP ANTICOLLISION",HONEYWELL
72325311-3,"LENS, ASSY",HONEYWELL
90-0180-7,"WIPER SYSTEM, WINDSHIELD",HONEYWELL
90-0215-1,"GEARCASE, WINDSHIELD WIPER ASSY",HONEYWELL
KS104S-NS,"UNIT, INERTIAL SYSTEM DISPLAY",HONEYWELL
123BK4,"SENSOR, MASS FLOW",GOODRICH
129694-3,"SENSOR, OV TEMPERATURE",HONEYWELL
30-0191-2,"LIGHT, WING-POSITION NAV",HONEYWELL.
30-0213-14,"LIGHT, ASSY",HONEYWELL.
30-0213-15,"LIGHT, ASSY",HONEYWELL.
30-0213-3,"LIGHT, ASSY",HONEYWELL.
30-0234-4L626,"LIGHT, NAVIGATION",HONEYWELL
30-0432-17,"LIGHT, EMERGENCY EGRESS",HONEYWELL
30-0432-27,"LIGHT, EMERGENCY EGRESS",HONEYWELL
30-0432-9,"LIGHT, EMERGENCY EGRESS",HONEYWELL
30-0536-14M2,"LIGHT, AIRCRAFT WING POSITION",HONEYWELL
30-0593-3,"LIGHT, OVER WING EMERGENCY EXIT",HONEYWELL
30-0837-25,"LIGHT, STROBE ANTICOLLISION ",HONEYWELL.
30-0837-9,"LIGHT, STROBE ANTICOLLISION ",HONEYWELL.
30-0904-1,"LIGHT, HIGH INTENSITY",HONEYWELL.
30-0906-1,"LIGHT, HIGH INTENSITY STROBE",HONEYWELL.
369259-15,"LEAD, IGNITER PLUG",HONEYWELL
369259-23,"LEAD, IGNITER PLUG",HONEYWELL
372-079-001,"IND., RUDDER TRIM/STABILIZER POST.",PARKER
47385,"UNIT, PCCU",SIMMONDS
622814-4,"CONTROLLER, PACK/ZONE TEMP",HONEYWELL
625878-1,"SWITCH, ALTITUDE",HONEYWELL
A-8985-10,FLOODLIGHT,HONEYWELL
A-8985-9,FLOODLIGHT,HONEYWELL
050-014-001,COMPESATOR,PARKER
1548492-3M1,CIRCUIT BOARD ASSY,HONEYWELL
154EW3,PROBE,GOODRICH
154GT,"SENSOR, PRESSURE/TOTAL TEMP.",GOODRICH
31-9294-2,"LIGHT, ANTICOLLISION ASSY",HONEYWELL.
3100062,"SENSOR, TEMPERATURE",GOODRICH
31042-150,"CONTROL, RUDDER SERVO",TRW AERONAUTICAL
391097-16002,"TRNASMITTER, LIQUID QTY",SIMMONDS
285U0037-202,"MODULE, RADIO COMM PANEL",BAE SYSTEMS
